ListPrice,SalePrice,Age,Living,Lot,Tax,Bathrooms,Bedrooms,Garage,Story,CitySewer,eastUS1,Pool
599000,580000,21,3079,5000,5495,5,5,1,2,no,yes,no
1590000,1225000,76,3083,14479,9522,4,4,2,2,yes,no,no
329000,312000,63,3104,7500,3577,1,2,1,1,no,no,no
385000,375000,58,3112,11000,4279,3,4,1,1,yes,no,no
670000,670000,2,3119,6500,3329,3,4,2,2,yes,no,no
679000,665000,50,3143,10500,5445,4,6,2,1,no,no,no
790000,795000,50,3166,12000,7226,4,4,2,1,no,yes,no
785000,765000,77,3170,7800,8451,5,4,0,2,no,no,no
605000,580000,49,3172,9375,7313,3,4,0,1,no,no,no
600000,587500,51,3176,11000,5848,4,4,1,1,no,no,yes
694900,685000,3,3182,6250,8471,3,4,1,2,no,yes,yes
919000,910000,60,3205,16600,11254,4,4,2,2,no,no,yes
875000,865000,48,3207,14392,9936,4,4,2,1,no,no,yes
875000,815000,52,3215,11650,6252,3,5,1,1,no,no,yes
600000,590000,35,3219,11450,8753,3,4,2,1,no,yes,no
669000,645000,45,3220,11500,6525,3,4,2,1,no,yes,yes
799000,750000,76,3221,13440,5777,4,5,2,2,yes,no,no
635000,578500,7,3224,12000,6442,4,4,2,1,no,yes,no
1050000,885000,49,3227,17250,10494,5,4,2,2,no,yes,yes
1695000,1650000,38,3229,16000,15029,2,3,2,1,yes,yes,yes
549000,530000,47,3255,8336,5680,3,4,2,1,no,yes,no
549000,500000,77,3257,14200,5389,4,5,0,2,no,no,no
875000,825000,62,3258,12458,9081,3,4,2,1,yes,no,no
790000,789000,43,3310,15750,7392,3,3,2,1,yes,no,yes
619000,619000,17,3323,8824,7834,3,4,2,2,no,yes,yes
1399000,1225000,27,3347,41338,12463,4,3,2,2,yes,yes,yes
699000,671000,76,3368,10500,6729,3,5,2,2,no,no,no
1175000,1177000,76,3373,5000,7599,3,4,1,2,no,yes,no
899000,740000,8,3390,12100,13494,4,4,2,1,no,yes,yes
1099000,1090000,50,3394,13500,7959,4,3,1,1,no,yes,yes
829000,775000,30,3396,15525,7652,3,5,2,1,no,yes,yes
850000,825000,13,3396,17044,14787,3,3,2,2,yes,yes,yes
895000,845000,52,3404,22500,8693,2,3,2,1,no,no,no
959000,930000,51,3417,14485,7329,3,4,1,1,no,no,yes
729000,715000,21,3430,12236,6923,3,5,2,2,no,yes,yes
625000,575000,44,3467,10800,6986,3,4,2,1,yes,yes,yes
850000,850000,79,3474,12922,7147,3,5,2,2,no,no,no
699000,625000,54,3492,10800,7375,3,4,2,1,no,no,yes
669000,655000,53,3497,11520,6857,3,4,2,1,no,no,yes
739000,680000,49,3508,15345,9929,4,5,1,1,no,no,no
725000,710000,44,3509,12875,8031,4,5,2,1,no,yes,yes
745000,707250,52,3521,19559,7927,5,5,2,2,no,no,no
1175000,1100000,23,3528,11508,11937,4,4,2,2,no,no,yes
775000,775000,76,3529,12500,6812,4,4,2,2,no,no,no
625000,625000,41,3531,11700,7564,4,6,0,2,yes,no,no
929000,910000,48,3538,13800,8502,4,3,2,1,no,no,yes
1050000,960000,51,3591,30322,13928,4,4,2,1,no,no,yes
825000,785000,43,3602,17300,14621,4,4,2,1,yes,yes,yes
2699000,2585000,42,3623,16500,21941,4,4,2,1,yes,yes,yes
839000,810000,14,3629,10000,7358,5,5,2,2,no,yes,yes
920000,880000,76,3638,9750,9768,4,4,2,2,yes,no,yes
1399000,1280000,43,3700,25000,13393,3,4,2,2,no,no,yes
775000,750000,80,3731,10500,7924,3,4,0,2,no,no,no
1100000,1015500,54,3761,19200,7409,5,5,2,1,no,no,yes
639000,600000,29,3767,15000,10466,5,4,2,1,no,no,yes
785000,775000,61,3787,13000,8274,5,4,2,2,no,no,yes
995000,912600,61,3814,13125,7097,5,4,1,2,no,no,yes
915000,875000,12,3819,14700,10417,3,5,2,2,yes,no,yes
795000,787850,51,3823,15000,7683,4,5,1,1,no,no,yes
874500,874500,6,3838,12500,8466,4,4,1,1,no,yes,yes
995000,940000,0,3860,8250,1367,6,5,2,2,no,yes,yes
1795000,1725000,48,3864,22613,12003,6,5,2,1,yes,yes,yes
1295000,1200000,16,3903,16761,12687,6,5,2,2,yes,yes,yes
1295000,1295000,14,3972,17031,13976,5,4,2,1,yes,yes,yes
898000,875000,50,3974,13800,8661,5,4,1,1,no,no,yes
1099000,960000,51,4022,18315,11201,4,5,2,2,no,yes,no
949900,875000,76,4039,12054,8269,5,3,1,2,no,no,no
1200000,1050000,76,4040,18375,10980,4,4,1,2,yes,yes,no
699000,600000,20,4063,7500,8124,4,5,2,2,yes,no,yes
850000,850000,56,4074,17505,10993,5,5,2,1,no,no,yes
1558000,1500000,14,4083,14681,22784,6,5,2,2,yes,yes,yes
1480000,1400000,7,4094,13000,18549,5,5,2,2,yes,yes,yes
2925000,2850000,42,4103,16500,40341,4,4,2,2,yes,yes,yes
2350000,1900000,36,4106,27000,19334,5,6,3,2,no,yes,yes
1200000,1060000,44,4150,20800,14296,6,3,2,1,no,yes,no
850000,860000,82,4171,15000,8997,4,4,2,1,no,no,yes
1199000,1185000,52,4248,18500,10766,4,5,2,1,no,no,yes
1500000,1500000,41,4260,25936,16396,4,3,2,1,yes,yes,no
1585000,1450000,54,4320,26424,10786,5,6,1,1,no,yes,yes
1250000,1050000,12,4324,12800,13000,7,6,2,3,yes,yes,yes
1420000,1410000,33,4330,14000,13613,4,3,2,2,yes,yes,yes
1475000,1350000,74,4396,22000,12258,4,5,2,2,no,no,yes
995000,930000,47,4400,16400,7471,4,5,2,1,no,yes,yes
2690000,2400000,51,4417,36000,15530,5,4,3,2,yes,yes,yes
950000,930000,51,4422,17500,8505,5,5,2,1,yes,no,yes
1295000,1280000,2,4470,16544,8312,5,5,2,1,no,yes,yes
1395000,1300000,14,4484,16926,16775,5,4,2,1,yes,yes,yes
1499000,1375000,8,4498,14400,10101,4,5,2,2,no,no,yes
1195000,1150000,77,4513,15000,16076,6,5,1,2,yes,yes,yes
885000,825000,14,4543,16500,13832,5,5,2,1,yes,no,yes
799000,750000,49,4546,18440,9606,6,5,0,2,no,no,yes
1595000,1450000,13,4594,15600,17763,5,6,3,1,yes,yes,yes
1195000,1100000,6,4597,19627,17548,5,5,2,1,no,yes,yes
1275120,1150000,61,4620,21979,15129,5,5,2,2,no,no,yes
1200000,990000,43,4643,13445,9433,5,5,2,2,yes,yes,yes
3499000,3100000,33,4666,30797,21515,5,4,2,1,yes,yes,yes
949000,935000,77,4693,12000,12039,5,5,2,2,yes,no,yes
1650000,1650000,14,4694,15716,23132,7,5,2,2,yes,yes,yes
1399000,1362500,13,4751,15950,15570,5,5,2,1,yes,yes,yes
1695000,1545000,12,4781,30000,16462,5,5,3,1,yes,yes,yes
1450000,1375000,1,4900,11000,5020,6,5,2,2,no,no,yes
1949000,1725000,14,4908,15310,18997,5,6,2,2,yes,yes,yes
1850000,1600000,19,4911,43560,20692,7,5,0,2,yes,yes,yes
999000,925000,63,4920,21750,9881,5,4,2,1,no,no,yes
1599000,1570000,8,4933,11701,19428,6,5,2,2,no,yes,yes
1925000,1800000,64,4962,31150,17635,5,5,2,2,no,no,yes
2595000,2685000,33,4972,25055,27814,4,5,2,1,no,yes,yes
2150000,1900000,48,4983,20000,21865,5,5,2,2,no,yes,yes
